职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型
会计,陕西圣唐乳业有限公司,5-8千,南通-如皋市,大专,3-4年经验,五险一金,互联网/电子商务,"岗位职责：1.根据生产型公司的财务制度规定及国家相关政策法规要求,负责全盘处理;2.负责月度.季度税务申报及复核工作,做好年度汇算清缴工作.3.定期核对往来账款,及时清算应收应付款.4.按规定提供编制及复核各类财务报表和公司内部报表.5.负责公司对外税务,统计及工商局的财务相关工作.6.妥善装订保管财务账簿,会计资料,保守财务秘密.7.做好与其他部门的沟通与配合.8.完成领导交办的其他工作任务.任职资格1.相关专业及以上学历,3年以上生产制造业总账经验,且需持有会计从业资格证书或会计职称证书等.2,熟悉各类财务相关知识,独立完成各类办公软件3.熟悉使用用友金蝶等财务软件.4.熟悉各类税务相关工作,包括不限于开票,认证,做账,报税.汇算清缴工作.5.有较强的沟通能力,协调能力.及较强的执行力.",民营  |  50-150人
会计,广东恒广投资有限公司,7-8千·13薪,武汉-江汉区,大专,1年经验,专业培训,交通/运输/物流,我们公司面对的是美国汽车行业进出口包装板块会计职能以及工作内容如下：1:具备基本的会计知识有会计初级证书2:工作认真负责责任心强服从老板工作上的安排有较强的工作沟通协调以及沟通能力3:负责公司账目，登记、开票4:双休，一切放假时间按照国家标准。沟通能力强！有一定的财务水平初级会计职称即可,已上市  |  10000人以上
会计,陕西中扬德项目管理有限公司,8千-1.1万,西安,本科,2年经验,带薪年假,贸易/进出口,岗位职责：1、根据公司财务管理制度审核各类原始单据，填制记账凭证，完成日常账务处理，编制财务报表，辅助分析财务指标。2、统计整理各类财务相关数据。3、协助公司税务、审计工作。4、对已审核的记账凭证、财务报表及相关资料装订、归档。,民营  |  1000-5000人
建筑会计,宁波住宅建设集团股份有限公司,6-8千,珠海-香洲区,大专,2年经验,数据分析,交通/运输/物流,1.审核费用单据、做好日清月结，编制记账凭证；2.负责成本核算及往来对账；3.独立处理全盘账务，按时出具财务报表并进行财务分析；4.负责纳税申报及税务核算工作，熟悉增值税一般纳税人税务处理；5.领导安排的其他工作。任职要求：1.会计、财务管理相关专业，本科以上学历；2.2年以上工作经验，有工业企业会计工作经验优先考虑；3..熟练应用财务及Office办公软件；4.思维敏捷，沟通能力强，能独立思考，善于总结工作经验；,民营  
财务会计专员,同筑建设集团有限公司,4-8千,苏州-高新区,本科,5-7年经验,五险一金,贸易/进出口,"岗位职责：1、审核财务凭证，审查各项业务处理流程，确保财务处理过程规范、正确、完整；2、检查SAP各财务模块的业务操作的规范性，确保业务数据与总帐数据的一致性；3、每月检查各科目余额，核验对应业务处理的正确性，确保帐务处理符合企业会计准则及税务法规；4、进行每月的总帐会计处理，确保在规定的时间内，完成账务处理及结帐工作；5、编制财务报表、业务分析报表，确保报表中财务数据的正确性；6、核算财务报表的各项财务指标，分析每项财务指标并记录分析结果；7、配合内外部审计及评估工作，并为审计及评估工作提供财务及相应的业务资料，并确保提供资料的及时、准确；8、及时提供业务部门所需的总账财务数据，并确保所提供数据准确；9、主管交待的其他事项任职要求：1.5年以上财会工作经验，2年以上制造业总账相关经验；2.良好的沟通技巧，良好的学习能力和抗压能力、富有创新精神,乐于接受挑战，善于沟通；3.熟悉国家财税相关法律、法规并能熟练运用；4.有SAP系统运用经验,大型制造行业经验优先。",民营  |  少于50人
会计,福曼润滑油无锡有限公司,5-7千,上海-虹口区,大专,3-4年经验,专业培训,餐饮业,岗位职责：1、负责公司全盘账务处理，严格审核公司账务及凭证资料，并编制各项财务报表及相关统计分析报表2、负责公司税金的计算、申报以及每月的税务资料申报及年度汇算清缴等税务相关工作3、定期核对往来项目，确保账务相符及时发现潜在风险并提出预警4、负责发票开具，票务认证及相关管理业务5、公司存货进销存的核算，确保帐实一致。存货、固定资产、低值易耗品的盘点，确保资产安全6、配合有关部门的各项检查及审计工作7、完成领导交办的其它工作。任职要求1、财务或会计专业大专及以上学历，持有会计上岗证，5年以上工作经验，具有中级会计证尤佳2、会计实务全盘操作经验3年以上3、能独立开展工作，熟悉金蝶云软件及office办公软件操作4、熟知相关政策、法律和制度，熟悉现代企业财务管理的基本知识5、有责任感，有敬业精神，服从领导工作分配;拥有很强的口头表达能力，写作功底;具有良好的判断力，人际交往沟通能力;有优秀的组织协调能力;较强的分析、解决问题能力，思路清晰，考虑问题细致，熟练使用办公软件、办公自动化设备。,民营  |  150-500人
会计,成都国铁电气设备有限公司,6.5-8千·14薪,西安-高新技术产业开发区,本科,5-7年经验,交通补贴,贸易/进出口,职位信息1、负责公司全盘账务的复核和管理工作；2、负责子公司业务的指导和管理工作;3、建立健全财务管理体系，成本核算体系，规范生产经营流程和内控管理流程；4、负责每月编制财务分析，协助部门领导收集财务数据；5、负责对公司各项资产的管理；6、负责各税种纳税申报及各子公司所得税汇算等复核工作。7、部门领导安排的其他工作。任职要求1、需要本科及以上学历，财务、会计等相关专业，中级职称以上；2、有上市公司从业经验或半导体生产企业从业经验优先，具备独立全盘账务处理能力3、熟悉会计核算的处理，熟悉会计法规和税务涉稅风险及相关税务政策法规；4、3年以上会计工作经验，具备良好的学习能力、独立工作能力；5、需熟练使用办公软件、财务软件；6、工作细致，具有良好的沟通能力、团队精神及良好的职业操守和素养；7、有工业企业、生产型企业从业经验者优先考虑；,国企  |  150-500人
会计,贵港市三禾米业有限公司,7千-1万,东莞-南城区,大专,5-7年经验,深圳市英路教育投资有限公司,会计/审计,岗位职责：1、负责公司的财务核算工作；2、负责各项目费用的登记及审核工作，保证单据基础数据的准确性；3、负责应收帐款日常核对工作，及时将对帐资料归集存档；4、负责应付及预付款项的核算、结算工作；任职要求：1、工作细致，具有良好的沟通能力、协调能力；2、财务、会计专业大专及以上学历，持有会计证；3、熟悉会计法规和税法；4、良好的学习能力、独立工作能力和财务分析能力；5、有全盘经验的优先考虑。,民营  |  50-150人
总账会计,广州优保爱驾科技有限公司,6-8千,湛江-廉江市,大专,5-7年经验,五险一金,医疗/护理/卫生,1、负责项目各项财务核算及会计业务；2、负责成本管理、费用支出控制，预算编制并监控执行；3、编制财务报告及生产经营统计；4、向有关方面提交财务报表，纳税筹划，缴纳各种税费；5、协调处理与税务等相关的事项。任职要求：1、会计、财务管理等相关专业大专以上学历，3年以上同岗位相关工作经验（餐饮行业优先）。2、精通财务管理知识，熟悉财经税收法规；3、熟练使用财务软件；4、具有良好的服务精神和承担压力的能力；5.具有团队合作、沟通能力、学习能力、关系建立能力、语言文字组织能力。,民营  |  150-500人
会计专员,广州信保数字科技有限公司,5-7千,咸宁,本科,3-4年经验,周末双休,石油/化工/矿产/地质,岗位职责：1、根据采购招标议价相关规定，参加备品备件及设备采购招标议价，监督招标定价流程是否合规。2、根据权限指引等相关制度要求，审核业务部门提交的采购及工程付款单，核查付款金额及相应流程是否准确。3、根据预付款管理相关规定，对预付款项进行检查，形成检查报告，及时清理预付款。4、根据合同管理制度，对各类采购合同进行审核，确保合同条款合法合规。5、根据存货及财务核算相关规定，对NC系统采购入库单进行暂估入库账务处理，确保存货及时入库且金额无误。6、根据采购及财务核算管理要求，在系统采购发票维护节点审核采购发票，确保发票信息无误，同时进行账务处理，形成应付单。7、根据档案管理制度，对月度会计凭证进行整理、排序、装订、归档。8、根据会计准则及财务核算标准化相关规定，对公司生产经营活动收支等进行账务处理，确保核算准确。9、根据财务及税务管理相关要求，管控公司生产经营活动中已知和未知的风险，尽可能的将风险控制到最低。10、根据相关工作要求，完成领导交代的其他工作事项。任职要求：1、本科及以上学历，会计、财务管理相关专业。2、具备中级会计等级证，掌握会计、财务管理等知识。薪资福利1、年终奖：根据公司效益和员工考核成绩发放年终奖。2、福利待遇◆社会保险：缴纳六险一金，六险公司全额支付，个人不支付任何费用。◆过节费：在法定节假日向员工发放过节费或节日礼品。◆带薪假期：员工可按照规定享受法定节假日、年休假（5-15天）、婚假、产假、哺乳假、看护假等带薪假期。每年可报销年休假路费300元。入职满两年员工可同时享受南玻工龄假。◆高温补贴：每年5-9月份每月发放100-300元高温补贴。◆员工公寓：公司自建员工公寓，普通员工2-4人/间，内设空调、卫生间、热水器、桌椅、衣柜、宽带接口等。◆员工就餐：公司自建食堂为员工提供丰富三餐，节日安排加餐。◆定期体检：公司免费为员工安排体检，骨干员工每年一次，普通员工每两年一次。◆员工活动：公司长年组织各种文体活动，以丰富员工业余生活。培训与发展◆公司培训：公司长年为员工免费提供各种培训学习课程，促进员工技能提升，新员工入司后均有老员工辅导和传帮带。◆职业晋升：公司管理岗位或专业技术岗位均采用公开竞聘的方式，能者居之，为员工提供公开透明、公平公正的职业晋升通道。,已上市  |  1000-5000人
