职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型
企业管理咨询顾问（商务）,深圳市拓普理德企业管理顾问有限公司,1-1.8万,深圳-南山区,大专,5-7年经验,五险一金,计算机软件,【关于我们】拓普理德1999年成立23年深耕培训咨询行业中国培训业十大专业品牌深圳市企业联合会常务理事单位聚焦于企业组织发展，帮助企业打造专业人才梯队辅导企业5000+，企业高管职业经理5万+，与企业建立长期合作关系，开创一站式服务模式，致力于帮助中国民营企业持续成长，创新发展。主营业务：企业咨询、企业内训、总裁、高管领导力训练营，投融资服务。拓普理德企业文化使命：聚焦组织发展与人才一体化培养，帮助企业可持续成长与创新发展愿景：做中国专业、具影响力、实践领导力训练.咨询机构价值观：诚信务实，激情奋斗，创新进取，严谨专业，用心为客户创造价值【工作内容】负责客户洽谈，商务合作谈判，具备市场开拓渠道开发能力；负责客户企业运营诊断及提供对应的解决方案；善于挖掘客户需求，并结合客户需求提供专业服务，对业绩指标负责；定期维护客情关系，不断提升服务满意度，确保服务的长期可持续关系；【我们需要的人才】大专及以上学历，工商管理、人力资源专业毕业；对企业经营管理有一定认识和理解，能做基础的企业诊断；性格开朗，逻辑思维能力强；3年以上企业培训咨询行业从业经验者优先，；具备良好的商务谈判合作经验；具有行业资源者优先；【你的收获】学习机会：海量专业管理课程学习机会、与管理专家学习交流机会；人脉资源：结识行业大咖、高质量客户群体；【工作时间】上午9：30~12：00，下午13：30~18：00；周末***制；【福利待遇】薪资结构：基本工资+绩效奖金+高提成+补贴+年终奖金；员工享有社会保险福利；假期福利：员工享有带薪年假，国家法定节假日；高端培训：在职员工优先参加公司举办的高端技能课程培训，支持员工进修；晋升职业规划：公司拥有良好晋升机制，职业规划和公平公正的人才竞争发展平台；公司关怀福利：健康体检，生日礼物，司龄礼金，结婚生育礼金，父母关怀礼品；员工活动：员工聚餐、旅游活动、定期举办团建活动等。,民营  |  少于50人
质量管理部经理,四川兴科蓉药业有限责任公司,7-9千,海口-秀英区,本科,3-4年经验,五险一金,制药/生物工程,岗位职责：1、组织制订、审核、修订质量管理体系文件，并指导和监督文件的执行。2、负责建立健全的质量管理体系的制度与流程，经集团/公司批准后组织实施，及时开展相关的培训、检查，确保企业活动规范要求。3、保证各项规章制度和操作规程有效实施，确保各项工作开展环节符合国家GSP要求，做好关键点控制和记录。4、负责日常质量检查计划的编制与组织实施。5、协助质量管理体系的内审和风险管理工作。6、负责质量信息的收集和分析。7、承担产品质量安全管理和产品放行职责，确保质量管理体系有效运行。任职要求1、本科以上学历，药学、生物、化学等相关专业，具有执业药师资格证；2、具有3年以上从事药品质量经营管理工作经验；3、熟悉相关法律法规、药品专业知识及技能、质量管理制度、职责及岗位操作规程等，能独立完成药品质量管理相关文件的撰写；4、有一定的问题分析能力，能对常见质量管理问题独立作出正确判断。5、熟悉药品质量管理的所有环节，独立开展组织GSP认证，对GSP的管理要求能熟悉掌握并运用。6、有一定的沟通协调能力，熟悉计算机日常办公word、excel等软件的应用操作；,已上市  |  50-150人
资源管理专员,上海创凌翻译服务有限公司,6千-1.2万,上海-虹口区,本科,2年经验,上海创凌翻译服务有限公司,文字媒体/出版,,外资（非欧美）  |  50-150人
药品质量管理员,深圳市卫光生物制品股份有限公司,9千-1.3万,深圳-光明区,本科,3-4年经验,专业培训,制药/生物工程,岗位职责：1、负责总公司浆站管理制度文件体系建设、维护以及执行；2、负责指导协助浆站质量体系文件建设、维护、完善；负责浆站审计、专项检查；3、负责组织协调浆站验证工作，指导验证执行；4、负责和总公司相关的浆站偏差、变更事件的处理；5、负责组织浆站法规培训、学习；6、负责浆站行业管理情况的了解，法规趋势的收集，及时指导浆站完善优化管理等。任职要求：1、生物或医药类相关专业，本科以上学历；2、2年以上制药行业质量管理相关工作经验；3、良好的沟通协调能力和团队合作精神；愿意出差，吃苦耐劳，积极乐观。,国企  |  500-1000人
市场主任（项目管理）,东莞凤岗嘉辉塑胶五金有限公司,9千-1.2万·13薪,东莞,大专,3-4年经验,项目管理,办公用品及设备,"岗位职责：1、提供客户服务予潜在客户并与现有客户维持良好关系；2、跟进统筹客户产品需求信息；3、处理客户有关产品查询及报价，处理成本分析。4、负责各项新项目导入工作，跟进项目计划与进度确保项目顺利完成。岗位要求：1、大专或以上，市场营销、工程、商业管理优先；2、3-5以上年五金，塑胶相关产品制造业工作经验，具项目管理跟进经验；3、MSOffice(Word,Excel,Access)熟练；4、英文听说读写熟练；5、具备良好的沟通协调能力，组织应变能力",已上市  |  1000-5000人
营运操作管理,宁波数智跨境物流有限公司,8千-1.4万,,,,五险一金,交通/运输/物流,,合资  |  少于50人
大客户管理,上海赢崧企业管理咨询有限公司,30-50万/年,,,,五险一金,专业服务(咨询、人力资源、财会),,外资（欧美）  |  500-1000人
土地现场管理岗,广州南沙现代农业产业集团有限公司,5-8千,,,,绩效奖金,农/林/牧/渔,,国企  |  150-500人
安全管理储备干部,武汉市栢信环保包装技术有限公司,4.5-6千,,,,安全员,印刷/包装/造纸,,民营  |  50-150人
产品款式管理岗,周大生珠宝股份有限公司,5.5-7千,深圳,大专,1年经验,带薪年假,奢侈品/收藏品/工艺品/珠宝,岗位职责：1.负责研发样板的货品流通及管理；2.负责产品款式的信息管理（包含信息收集、整理、校对）3.负责部门内部行政工作任职要求：1.大专及以上学历，专业不限，珠宝专业优先；2.具备珠宝行业从业经验及板房管理经验优先；3.具备一定的据统计分析及文件撰写能力；,已上市  |  1000-5000人
专利高级代理人（团队管理人）,武汉中北知识产权代理有限公司,1-2万,武汉-武昌区,本科,1年经验,团队管理人,法律,1、专利所高级代理人，团队管理人；2、本科及以上学历，光电、机械等相关专业；3、能够独立撰写并指导专利撰写，熟悉流程实务，熟练操作CAD等办公软件；4、良好的谈判及客户沟通能力。5、有责任感，良好的团队管理协调能力。6、有专利代理人资格证，三年以上从业资格者优先；福利待遇：1、条件优秀者面谈待遇问题。2、汉口或武昌办公地点可选。2、五险，双休，所有国家法定节假日带薪休假，带薪年假。3、定期体检，员工旅游。4、员工生日礼、节日礼，年终奖。如适合该职位，我们会尽快安排与您面谈。,民营  |  少于50人
培训管理辅助岗,宁波益民兴港装卸有限公司,5.5-6万/年,宁波-北仑区,大专,2年经验,计算机,多元化业务集团公司,要求大专以上，具有一定的计算机操作能力，协调沟通能力，年应发工资5.5-6万左右。双休，8点-16点30。提供工作餐，缴纳五险一金，提供班车工作内容是作为带班教师：从报名、带班管理、考试管理、档案整理等上班地址：北仑区迎宾路,国企  |  5000-10000人
生产计划管理（烟台）,广州小端信息科技有限公司,6千-1万·14薪,,,,烟台,计算机软件,,民营  
营销管理,广东三和化工科技有限公司,1.5-2万·13薪,中山,本科,5-7年经验,五险一金,石油/化工/矿产/地质,岗位职责1.根据公司年度目标制定年度阶段性的促销方案，配合销售部达成销售目标；2.对公司内部关联部门进行业务协助、协调，服务营销，降低企业运营成本；3.开发、整合产品，制定价格和推广方案，并对产品推广进行跟踪和检讨；4.根据市场拓展或销售工作的需要，组织拟定各类企划方案，并负责审核、组织实施和总结；5.NCC价格的维护及其他需协助完善的NCC相关工作；6.通过对行业动态、竞争对手等情况的调研，编写分析报告，为企业经营决策提供依据；7.追踪行业市场发展动态，收集行业相关信息，适时提出企业发展策略或经营调整方案。任职要求1.市场营销、工商管理等相关专业、资格等级2.较全面的与公司产品及销售相关的知识3.有5年以上相关职位工作经验或3年以上同职工作经验4.熟悉企划等相关工作，良好的组织、协调、沟通能力，具备一定的洞察力以及分析解决问题的能力，具备独立完成大型会议活动的组织、策划、执行等能力5.客户导向、积极主动、抗压力强、组织能力强6.有家具漆、日化、跨境电商其中一个行业的销售管理经验。,已上市  |  1000-5000人
